#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-01-29 00:11:38
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2024-01-29 03:49:14 172.31.36.65 GET /cl/9_md/9/9/9/9/999999 - 80 - 2.57.122.161 Mozilla/5.0+zgrab/0.x - 404 0 2 1311
2024-01-29 03:58:23 172.31.36.65 GET /Wm3Jazcvob - 80 - 159.65.84.22 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/89.0.4389.114+Safari/537.36 - 404 0 2 132
2024-01-29 03:58:23 172.31.36.65 GET / - 80 - 159.65.84.22 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/37.0.2049.0+Safari/537.36 - 200 0 0 129
2024-01-29 03:59:41 172.31.36.65 GET /users/sign_in - 443 - 159.65.84.22 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2225.0+Safari/537.36 - 404 0 2 88
2024-01-29 04:02:34 172.31.36.65 GET / - 443 - 138.68.255.4 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2227.0+Safari/537.36 - 200 0 0 118
2024-01-29 04:02:34 172.31.36.65 GET /Mf2rT9l67N - 443 - 138.68.255.4 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_8_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/54.0.2866.71+Safari/537.36 - 404 0 2 76
2024-01-29 04:06:25 172.31.36.65 GET /users/sign_in - 443 - 138.68.255.4 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_9_2)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/36.0.1944.0+Safari/537.36 - 404 0 2 76
2024-01-29 04:23:44 172.31.36.65 GET /phpMyAdmin/scripts/setup.php - 80 - 5.196.66.70 - - 404 0 2 96
2024-01-29 04:30:46 172.31.36.65 GET /.env - 80 - 185.254.196.186 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 404 0 2 125
2024-01-29 04:30:46 172.31.36.65 POST / - 80 - 185.254.196.186 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 405 0 1 129
2024-01-29 04:35:59 172.31.36.65 GET /.env - 80 - 135.125.244.48 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 404 0 2 104
2024-01-29 04:35:59 172.31.36.65 POST / - 80 - 135.125.244.48 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 405 0 1 105
2024-01-29 04:36:39 172.31.36.65 GET /aaa9 - 80 - 165.227.147.215 Mozilla/5.0+zgrab/0.x - 404 0 2 99
2024-01-29 04:36:44 172.31.36.65 GET /aab8 - 80 - 165.227.147.215 Mozilla/5.0+zgrab/0.x - 404 0 2 96
2024-01-29 04:36:49 172.31.36.65 GET / - 80 - 165.227.147.215 Mozilla/5.0+zgrab/0.x - 200 0 0 100
#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-01-29 05:19:05
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2024-01-29 05:19:02 172.31.36.65 GET / - 443 - 199.45.155.35 - - 200 0 0 1293
2024-01-29 05:19:06 172.31.36.65 GET / - 443 - 199.45.155.35 Mozilla/5.0+(compatible;+CensysInspect/1.1;++https://about.censys.io/) - 200 0 0 204
2024-01-29 05:19:07 172.31.36.65 GET /favicon.ico - 443 - 199.45.155.35 Mozilla/5.0+(compatible;+CensysInspect/1.1;++https://about.censys.io/) - 404 0 2 202
#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-01-29 05:47:09
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2024-01-29 05:47:06 172.31.36.65 GET / - 80 - 34.78.6.216 python-requests/2.31.0 - 200 0 0 1331
2024-01-29 05:54:07 172.31.36.65 HEAD /Core/Skin/Login.aspx - 80 - 43.129.169.161 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/106.0.0.0+Safari/537.36 - 404 0 2 220
#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-01-29 06:47:53
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2024-01-29 06:47:50 172.31.36.65 GET / - 443 - 64.62.197.136 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/110.0.0.0+Safari/537.36+Edg/110.0.1587.46 - 200 0 0 1158
2024-01-29 07:00:20 172.31.36.65 GET /.env - 80 - 135.125.244.48 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 404 0 2 106
2024-01-29 07:00:20 172.31.36.65 POST / - 80 - 135.125.244.48 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 405 0 1 104
2024-01-29 07:08:06 172.31.36.65 GET / - 80 - 35.203.211.246 Expanse,+a+Palo+Alto+Networks+company,+searches+across+the+global+IPv4+space+multiple+times+per+day+to+identify+customers&#39;+presences+on+the+Internet.+If+you+would+like+to+be+excluded+from+our+scans,+please+send+IP+addresses/domains+to:+scaninfo@paloaltonetworks.com - 200 0 0 86
#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-01-29 07:35:35
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2024-01-29 07:35:32 172.31.36.65 HEAD /Core/Skin/Login.aspx - 80 - 43.129.169.161 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/106.0.0.0+Safari/537.36 - 404 0 2 1299
2024-01-29 07:54:02 172.31.36.65 GET /.env - 80 - 135.125.244.48 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 404 0 2 102
2024-01-29 07:54:02 172.31.36.65 POST / - 80 - 135.125.244.48 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 405 0 1 105
2024-01-29 07:58:13 172.31.36.65 HEAD / - 443 - 195.90.208.249 curl/8.5.0 - 200 0 0 256
#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-01-29 08:40:37
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2024-01-29 08:40:34 172.31.36.65 OPTIONS / - 443 - 34.47.2.177 - - 200 0 0 1154
#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-01-29 09:08:13
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2024-01-29 09:08:10 172.31.36.65 GET / - 443 - 43.204.148.78 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/102.0.4997.0+Safari/537.36 - 200 0 0 1289
2024-01-29 09:08:10 172.31.36.65 GET / - 80 - 43.204.148.78 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_9_5)+AppleWebKit/537.78.1+(KHTML+like+Gecko)+Version/7.0.6+Safari/537.78.1 - 200 0 0 624
2024-01-29 09:08:10 172.31.36.65 GET /favicon.ico - 80 - 43.204.148.78 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_9_5)+AppleWebKit/537.78.1+(KHTML+like+Gecko)+Version/7.0.6+Safari/537.78.1 - 404 0 2 198
2024-01-29 09:08:10 172.31.36.65 GET /favicon.ico - 443 - 43.204.148.78 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/102.0.4997.0+Safari/537.36 - 404 0 2 198
2024-01-29 09:17:02 172.31.36.65 HEAD /Core/Skin/Login.aspx - 80 - 43.129.169.161 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/106.0.0.0+Safari/537.36 - 404 0 2 204
2024-01-29 09:25:49 172.31.36.65 GET / - 80 - 49.51.231.163 curl/7.64.1 - 200 0 0 69
2024-01-29 09:26:37 172.31.36.65 GET / - 80 - 111.7.100.30 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_15_7)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/96.0.4664.110+Safari/537.36 - 200 0 0 305
2024-01-29 09:26:37 172.31.36.65 GET /favicon.ico - 80 - 111.7.100.30 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_15_7)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/96.0.4664.110+Safari/537.36 - 404 0 2 305
2024-01-29 09:29:39 172.31.36.65 GET / - 80 - 45.79.170.100 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/36.0.1985.67+Safari/537.36 - 200 0 0 35
2024-01-29 09:29:39 172.31.36.65 GET /whoAmI/ - 80 - 45.79.170.100 Mozilla/5.0+(Windows+NT+5.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/34.0.1866.237+Safari/537.36 - 404 0 2 48
2024-01-29 09:32:13 172.31.36.65 GET / - 443 - 192.81.129.210 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/37.0.2049.0+Safari/537.36 - 200 0 0 81
2024-01-29 09:32:13 172.31.36.65 GET /whoAmI/ - 443 - 192.81.129.210 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/41.0.2226.0+Safari/537.36 - 404 0 2 63
2024-01-29 09:33:00 172.31.36.65 GET /.env - 80 - 135.125.244.48 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 404 0 2 103
2024-01-29 09:33:00 172.31.36.65 POST / - 80 - 135.125.244.48 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 405 0 1 108
#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-01-29 09:58:10
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2024-01-29 09:58:07 172.31.36.65 GET /.env - 80 - 20.3.241.148 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10.15;+rv:77.0)+Gecko/20100101+Firefox/77.0 - 404 0 2 2148
2024-01-29 09:59:01 172.31.36.65 OPTIONS / - 80 - 34.29.11.246 - - 200 0 0 68
#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-01-29 10:21:11
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2024-01-29 10:21:08 172.31.36.65 GET /.env - 80 - 185.254.196.173 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 404 0 2 1225
2024-01-29 10:21:08 172.31.36.65 POST / - 80 - 185.254.196.173 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 405 0 1 132
2024-01-29 10:21:46 172.31.36.65 GET /.env - 80 - 135.125.244.48 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 404 0 2 103
2024-01-29 10:21:46 172.31.36.65 POST / - 80 - 135.125.244.48 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 405 0 1 107
2024-01-29 10:41:14 172.31.36.65 GET / - 80 - 71.6.232.28 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/74.0.3729.131+Safari/537.36 - 200 0 0 68
2024-01-29 10:55:02 172.31.36.65 HEAD /Core/Skin/Login.aspx - 80 - 43.129.169.161 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/106.0.0.0+Safari/537.36 - 404 0 2 205
2024-01-29 11:02:20 172.31.36.65 GET /portal/redlion - 80 - 192.241.224.28 Mozilla/5.0+zgrab/0.x - 404 0 2 67
2024-01-29 11:15:36 172.31.36.65 GET / - 80 - 184.105.247.194 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_15_7)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/108.0.0.0+Safari/537.36 - 200 0 0 59
2024-01-29 11:18:12 172.31.36.65 GET /favicon.ico - 80 - 184.105.247.194 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64;+rv:109.0)+Gecko/20100101+Firefox/109.0 - 404 0 2 59
2024-01-29 11:19:10 172.31.36.65 GET /geoserver/web/ - 80 - 184.105.247.194 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_15_7)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/108.0.0.0+Safari/537.36 - 404 0 2 59
2024-01-29 11:22:54 172.31.36.65 POST /template/aui/text-inline.vm - 80 - 45.33.85.152 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_9_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/35.0.1916.47+Safari/537.36 - 404 0 2 41
2024-01-29 11:24:03 172.31.36.65 POST /template/aui/text-inline.vm - 443 - 170.187.144.162 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/70.0.3538.77+Safari/537.36 - 404 0 2 27
#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2024-01-29 12:11:08
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2024-01-29 12:11:05 172.31.36.65 GET /.env - 80 - 185.254.196.173 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 404 0 2 1221
2024-01-29 12:11:05 172.31.36.65 POST / - 80 - 185.254.196.173 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/81.0.4044.129+Safari/537.36 - 405 0 1 132
2024-01-29 12:13:38 172.31.36.65 GET /admin/config.php - 443 - 31.220.88.155 xfa1 - 404 0 2 9827
2024-01-29 12:16:01 172.31.36.65 GET / - 443 - 3.144.130.235 Mozilla/5.0+(Windows+NT+10.0;+WOW64;+rv:47.0)+Gecko/20100101+Firefox/47.0 - 200 0 0 1
2024-01-29 12:18:03 172.31.36.65 GET /login - 80 - 170.64.147.23 Mozilla/5.0+(Windows+NT+5.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/34.0.1866.237+Safari/537.36 - 404 0 2 210
2024-01-29 12:19:38 172.31.36.65 GET / - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 200 0 0 55
2024-01-29 12:19:38 172.31.36.65 GET /index.js - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 75
2024-01-29 12:19:38 172.31.36.65 GET /index.json - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 84
2024-01-29 12:19:38 172.31.36.65 GET /index.php - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 44
2024-01-29 12:19:38 172.31.36.65 GET /index1.php - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 56
2024-01-29 12:19:38 172.31.36.65 GET /.env - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 58
2024-01-29 12:19:38 172.31.36.65 GET /env/.env - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 69
2024-01-29 12:19:38 172.31.36.65 GET /.environment - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 75
2024-01-29 12:19:38 172.31.36.65 GET /.envrc - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 350
2024-01-29 12:19:38 172.31.36.65 GET /.envs - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 59
2024-01-29 12:19:38 172.31.36.65 GET /.env.backup - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 49
2024-01-29 12:19:38 172.31.36.65 GET /.env.bak - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 51
2024-01-29 12:19:39 172.31.36.65 GET /.env.dev - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 54
2024-01-29 12:19:39 172.31.36.65 GET /.env.development.local - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 46
2024-01-29 12:19:39 172.31.36.65 GET /.env.dist - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 66
2024-01-29 12:19:39 172.31.36.65 GET /.env.docker.dev - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 48
2024-01-29 12:19:39 172.31.36.65 GET /.env.example - 80 - 209.126.83.157 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/56.0.2924.87+Safari/537.36 - 404 0 2 60
